,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G-TP,TP,TPint,TA,TR,Gls./90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Partidos,Temporada,Equipo
1459,Aïssa Mandi,dz ALG,DF,27,29,29,"2,576",28.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.8,2.1,0.04,0.03,0.07,0.04,0.07,Partidos,2019-2020,Real Betis
1460,Marc Bartra,es ESP,"DF,CC",28,30,29,"2,524",28.0,3,1,3,0,0,8,0,0.11,0.04,0.14,0.11,0.14,1.6,1.6,1.0,2.6,0.06,0.04,0.09,0.06,0.09,Partidos,2019-2020,Real Betis
1461,Álex Moreno,es ESP,DF,26,31,25,"2,265",25.2,0,4,0,0,0,5,0,0.00,0.16,0.16,0.00,0.16,2.3,2.3,2.0,4.3,0.09,0.08,0.17,0.09,0.17,Partidos,2019-2020,Real Betis
1462,Joaquín,es ESP,"CC,DL",38,34,25,"2,060",22.9,8,3,6,2,3,4,0,0.35,0.13,0.48,0.26,0.39,5.5,3.2,5.4,8.7,0.24,0.24,0.48,0.14,0.38,Partidos,2019-2020,Real Betis
1463,Andrés Guardado,mx MEX,CC,32,28,25,"2,046",22.7,0,3,0,0,0,9,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,2.3,3.3,0.04,0.10,0.15,0.04,0.15,Partidos,2019-2020,Real Betis
1464,Loren Morón,es ESP,DL,25,36,21,"2,031",22.6,10,3,10,0,0,2,1,0.44,0.13,0.58,0.44,0.58,7.9,7.9,2.6,10.4,0.35,0.11,0.46,0.35,0.46,Partidos,2019-2020,Real Betis
1465,Borja Iglesias,es ESP,DL,26,35,21,"1,922",21.4,3,2,3,0,0,3,1,0.14,0.09,0.23,0.14,0.23,3.3,3.3,2.0,5.3,0.15,0.10,0.25,0.15,0.25,Partidos,2019-2020,Real Betis
1466,Zouhair Feddal,ma MAR,DF,30,17,16,"1,431",15.9,1,2,1,0,0,10,2,0.06,0.13,0.19,0.06,0.19,0.8,0.8,0.7,1.4,0.05,0.04,0.09,0.05,0.09,Partidos,2019-2020,Real Betis
1467,Alfonso Pedraza,es ESP,DF,23,21,15,"1,349",15.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.8,2.0,0.08,0.05,0.13,0.08,0.13,Partidos,2019-2020,Real Betis
1468,Sidnei,br BRA,DF,29,14,14,"1,175",13.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.02,0.00,0.03,0.02,0.03,Partidos,2019-2020,Real Betis
1469,Guido Rodríguez,ar ARG,CC,25,14,11,936,10.4,1,0,1,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,0.0,1.0,0.09,0.00,0.09,0.09,0.09,Partidos,2019-2020,Real Betis
1470,William Carvalho,pt POR,CC,27,13,11,892,9.9,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.4,0.05,0.08,0.14,0.05,0.14,Partidos,2019-2020,Real Betis
1471,Édgar González,es ESP,CC,22,10,9,681,7.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.14,0.00,0.14,0.14,0.14,Partidos,2019-2020,Real Betis
1472,Carles Aleñá,es ESP,"CC,DL",21,17,7,735,8.2,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.2,1.3,0.14,0.02,0.16,0.14,0.16,Partidos,2019-2020,Real Betis
1473,Antonio Barragán,es ESP,DF,32,12,7,641,7.1,0,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.6,0.7,0.01,0.08,0.09,0.01,0.09,Partidos,2019-2020,Real Betis
1474,Cristian Tello,es ESP,"CC,DL",27,27,5,787,8.7,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.6,1.6,0.3,1.9,0.19,0.03,0.22,0.19,0.22,Partidos,2019-2020,Real Betis
1475,Daniel Martín,es ESP,PO,21,6,5,531,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Partidos,2019-2020,Real Betis
1476,Javi García,es ESP,CC,32,8,4,377,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Partidos,2019-2020,Real Betis
1477,Diego Lainez,mx MEX,"CC,DL",19,15,2,348,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Partidos,2019-2020,Real Betis
1478,Juanmi,es ESP,"DL,CC",26,8,2,264,2.9,1,0,1,0,0,2,1,0.34,0.00,0.34,0.34,0.34,1.3,1.3,0.1,1.4,0.45,0.05,0.49,0.45,0.49,Partidos,2019-2020,Real Betis
1479,Wilfrid Kaptoum,cm CMR,CC,23,5,2,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.05,0.03,0.05,Partidos,2019-2020,Real Betis
1480,Ismael,es ESP,CC,18,3,1,83,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Real Betis
1481,Raúl,es ESP,"DL,CC",18,3,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Real Betis
1482,Baena,es ESP,DL,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1483,Nil Garrido,es ESP,CC,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1484,Jime,es ESP,CC,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1485,José Luis Trápaga,es ESP,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1486,Carlos Marín,es ESP,PO,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1487,David Ramos,es ESP,CC,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1488,Rebollo,es ESP,PO,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1489,Rodrigo,es ESP,DL,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1490,Ricardo Visus,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Real Betis
1491,Raúl Albiol,es ESP,DF,33,36,36,"3,237",36.0,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,1.4,1.4,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Partidos,2019-2020,Villarreal
1492,Sergio Asenjo,es ESP,PO,30,34,34,"3,060",34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Villarreal
1493,Pau Torres,es ESP,DF,22,34,33,"2,971",33.0,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,1.2,1.2,1.6,2.9,0.04,0.05,0.09,0.04,0.09,Partidos,2019-2020,Villarreal
1494,Gerard Moreno,es ESP,"DL,CC",27,35,33,"2,744",30.5,18,5,17,1,2,5,0,0.59,0.16,0.75,0.56,0.72,13.4,11.9,6.6,18.5,0.44,0.22,0.66,0.39,0.61,Partidos,2019-2020,Villarreal
1495,Vicente Iborra,es ESP,CC,31,34,33,"2,648",29.4,1,2,1,0,0,10,1,0.03,0.07,0.10,0.03,0.10,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11,Partidos,2019-2020,Villarreal
1496,Santi Cazorla,es ESP,CC,34,35,29,"2,450",27.2,11,9,3,8,8,3,0,0.40,0.33,0.73,0.11,0.44,8.5,2.4,6.6,9.0,0.31,0.24,0.55,0.09,0.33,Partidos,2019-2020,Villarreal
1497,Andre-Frank Zambo Anguissa,cm CMR,CC,23,36,28,"2,583",28.7,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,2.4,2.4,0.8,3.2,0.08,0.03,0.11,0.08,0.11,Partidos,2019-2020,Villarreal
1498,Moi Gómez,es ESP,"DL,CC",25,37,26,"2,319",25.8,5,4,5,0,0,1,0,0.19,0.16,0.35,0.19,0.35,3.1,3.1,3.0,6.2,0.12,0.12,0.24,0.12,0.24,Partidos,2019-2020,Villarreal
1499,Mario Gaspar,es ESP,DF,28,25,22,"1,962",21.8,0,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,1.8,2.7,0.04,0.08,0.13,0.04,0.13,Partidos,2019-2020,Villarreal
1500,Rubén Peña,es ESP,DF,28,26,21,"1,909",21.2,2,2,2,0,0,5,0,0.09,0.09,0.19,0.09,0.19,1.2,1.2,1.3,2.5,0.06,0.06,0.12,0.06,0.12,Partidos,2019-2020,Villarreal
1501,Samuel Chukwueze,ng NGA,"CC,DL",20,37,20,"2,048",22.8,3,2,3,0,0,2,0,0.13,0.09,0.22,0.13,0.22,3.6,3.6,3.3,6.8,0.16,0.14,0.30,0.16,0.30,Partidos,2019-2020,Villarreal
1502,Xavi Quintillà,es ESP,DF,22,19,17,"1,573",17.5,0,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.3,1.5,0.01,0.08,0.09,0.01,0.09,Partidos,2019-2020,Villarreal
1503,Manu Trigueros,es ESP,CC,27,29,17,"1,547",17.2,2,4,1,1,1,6,0,0.12,0.23,0.35,0.06,0.29,2.5,1.7,3.8,5.5,0.14,0.22,0.36,0.10,0.32,Partidos,2019-2020,Villarreal
1504,Alberto Moreno,es ESP,DF,27,18,17,"1,471",16.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.04,0.03,0.08,0.04,0.08,Partidos,2019-2020,Villarreal
1505,Karl Toko Ekambi,cm CMR,DL,26,18,11,993,11.0,6,2,6,0,0,0,0,0.54,0.18,0.73,0.54,0.73,7.0,7.0,1.1,8.2,0.64,0.10,0.74,0.64,0.74,Partidos,2019-2020,Villarreal
1506,Paco Alcácer,es ESP,DL,25,13,11,924,10.3,4,1,4,0,0,1,0,0.39,0.10,0.49,0.39,0.49,3.2,3.2,1.6,4.7,0.31,0.15,0.46,0.31,0.46,Partidos,2019-2020,Villarreal
1507,Javier Ontiveros,es ESP,"DL,CC",21,30,7,889,9.9,2,1,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30,2.1,2.1,1.4,3.5,0.22,0.14,0.36,0.22,0.36,Partidos,2019-2020,Villarreal
1508,Carlos Bacca,co COL,"DL,CC",32,19,7,688,7.6,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.1,3.1,0.5,3.6,0.41,0.06,0.47,0.41,0.47,Partidos,2019-2020,Villarreal
1509,Ramiro Funes Mori,ar ARG,DF,28,7,5,453,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Partidos,2019-2020,Villarreal
1510,Andrés Fernández,es ESP,PO,32,4,4,360,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,Partidos,2019-2020,Villarreal
1511,Manu Morlanes,es ESP,"CC,DL",20,9,3,253,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.0,0.0,0.5,0.5,0.00,0.18,0.18,0.00,0.18,Partidos,2019-2020,Villarreal
1512,Sofian Chakla,ma MAR,DF,25,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Partidos,2019-2020,Villarreal
1513,Bruno Soriano,es ESP,CC,35,7,1,263,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Partidos,2019-2020,Villarreal
1514,Fernando Niño,es ESP,DL,18,5,1,83,0.9,1,0,1,0,0,1,0,1.08,0.00,1.08,1.08,1.08,0.3,0.3,0.0,0.3,0.29,0.00,0.29,0.29,0.29,Partidos,2019-2020,Villarreal
1515,Alex Baena,es ESP,CC,18,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Villarreal
1516,Santiago Cáseres,ar ARG,CC,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1517,Sergio Lozano,es ESP,CC,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1518,Iván Martín,es ESP,CC,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1519,Miguel,es ESP,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1520,Antonio Pacheco,es ESP,CC,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1521,Andrei Ratiu,ro ROU,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Villarreal
1522,Iago Aspas,es ESP,DL,31,37,37,"3,262",36.2,14,3,9,5,7,9,0,0.39,0.08,0.47,0.25,0.33,13.9,8.5,4.1,12.6,0.38,0.11,0.49,0.24,0.35,Partidos,2019-2020,Celta Vigo
1523,Lucas Olaza,uy URU,DF,25,35,35,"3,144",34.9,1,3,1,0,0,5,0,0.03,0.09,0.11,0.03,0.11,0.8,0.8,3.6,4.4,0.02,0.10,0.13,0.02,0.13,Partidos,2019-2020,Celta Vigo
1524,Rubén Blanco,es ESP,PO,24,33,33,"2,960",32.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1525,Néstor Araujo,mx MEX,DF,27,34,32,"2,888",32.1,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,0.8,0.8,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Partidos,2019-2020,Celta Vigo
1526,Joseph Aidoo,gh GHA,DF,23,32,27,"2,502",27.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,0.8,1.7,0.03,0.03,0.06,0.03,0.06,Partidos,2019-2020,Celta Vigo
1527,Rafinha,br BRA,CC,26,29,25,"2,111",23.5,4,1,4,0,0,5,0,0.17,0.04,0.21,0.17,0.21,1.8,1.8,1.4,3.2,0.08,0.06,0.14,0.08,0.14,Partidos,2019-2020,Celta Vigo
1528,Okay Yokuşlu,tr TUR,CC,25,26,24,"1,973",21.9,0,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.4,1.7,0.01,0.06,0.08,0.01,0.08,Partidos,2019-2020,Celta Vigo
1529,Hugo Mallo,es ESP,DF,28,27,22,"1,965",21.8,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.9,2.0,0.01,0.08,0.09,0.01,0.09,Partidos,2019-2020,Celta Vigo
1530,Fran Beltrán,es ESP,CC,20,28,22,"1,830",20.3,1,0,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.6,1.9,0.07,0.03,0.10,0.07,0.10,Partidos,2019-2020,Celta Vigo
1531,Santi Mina,es ESP,"DL,CC",23,34,21,"1,944",21.6,6,3,6,0,0,4,0,0.28,0.14,0.42,0.28,0.42,5.6,5.6,2.4,8.0,0.26,0.11,0.37,0.26,0.37,Partidos,2019-2020,Celta Vigo
1532,Denis Suárez,es ESP,"CC,DL",25,26,20,"1,630",18.1,1,5,1,0,1,2,0,0.06,0.28,0.33,0.06,0.33,2.3,1.6,4.6,6.2,0.13,0.25,0.38,0.09,0.34,Partidos,2019-2020,Celta Vigo
1533,Jeison Murillo,co COL,DF,27,18,17,"1,529",17.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Partidos,2019-2020,Celta Vigo
1534,Stanislav Lobotka,sk SVK,CC,24,17,17,"1,383",15.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Partidos,2019-2020,Celta Vigo
1535,Kevin Vázquez,es ESP,DF,26,17,16,"1,325",14.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Partidos,2019-2020,Celta Vigo
1536,Brais Méndez,es ESP,"CC,DL",22,31,15,"1,477",16.4,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,1.5,1.5,1.1,2.6,0.09,0.06,0.16,0.09,0.16,Partidos,2019-2020,Celta Vigo
1537,Fyodor Smolov,ru RUS,DL,29,14,10,743,8.3,2,0,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,2.3,2.3,0.4,2.8,0.28,0.05,0.33,0.28,0.33,Partidos,2019-2020,Celta Vigo
1538,Pione Sisto,dk DEN,"DL,CC",24,21,8,891,9.9,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,1.9,1.9,0.3,2.3,0.20,0.03,0.23,0.20,0.23,Partidos,2019-2020,Celta Vigo
1539,Filip Bradarić,hr CRO,CC,27,14,7,706,7.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.5,0.06,0.01,0.07,0.06,0.07,Partidos,2019-2020,Celta Vigo
1540,Pape Cheikh Diop,sn SEN,CC,21,16,6,599,6.7,0,1,0,0,0,5,1,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Partidos,2019-2020,Celta Vigo
1541,Gabriel Fernández,uy URU,"DL,CC",25,20,5,561,6.2,1,1,1,0,0,5,1,0.16,0.16,0.32,0.16,0.32,1.0,1.0,0.3,1.3,0.16,0.04,0.20,0.16,0.20,Partidos,2019-2020,Celta Vigo
1542,Jorge Sáenz,es ESP,"DF,DL",22,7,5,371,4.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1543,David Costas,es ESP,DF,24,6,3,338,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Partidos,2019-2020,Celta Vigo
1544,Iván Villar,es ESP,PO,22,4,3,280,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1545,David Juncà,es ESP,DF,25,3,3,258,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1546,Sergio Álvarez,es ESP,PO,32,2,2,180,2.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1547,Nolito,es ESP,"DL,CC",32,7,1,324,3.6,2,1,1,1,1,3,1,0.56,0.28,0.83,0.28,0.56,2.0,1.3,0.4,1.6,0.57,0.10,0.67,0.36,0.46,Partidos,2019-2020,Celta Vigo
1548,Juan Hernández,es ESP,"DL,CC",24,5,1,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.27,0.28,0.02,0.28,Partidos,2019-2020,Celta Vigo
1549,Jacobo,es ESP,DF,22,2,1,83,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1550,Losada,es ESP,"CC,DL",17,2,0,13,0.1,1,0,1,0,0,0,0,6.92,0.00,6.92,6.92,6.92,0.0,0.0,0.0,0.0,0.16,0.00,0.16,0.16,0.16,Partidos,2019-2020,Celta Vigo
1551,Sergio Bermejo,es ESP,DL,21,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Celta Vigo
1552,Francisco Barbosa,es ESP,PO,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Celta Vigo
1553,Sergio Carreira,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Celta Vigo
1554,Iago Domínguez,es ESP,PO,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Celta Vigo
1555,José Fontán,es ESP,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Celta Vigo
1556,Dragan Rosić,rs SRB,PO,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2019-2020,Celta Vigo
1557,Unai Simón,es ESP,PO,22,34,34,"2,991",33.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Athletic Club
1558,Iñaki Williams,es ESP,DL,25,38,34,"2,939",32.7,6,1,5,1,2,3,0,0.18,0.03,0.21,0.15,0.18,7.3,5.8,2.6,8.4,0.22,0.08,0.30,0.18,0.26,Partidos,2019-2020,Athletic Club
1559,Dani García,es ESP,CC,29,36,33,"3,029",33.7,0,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.6,0.02,0.03,0.05,0.02,0.05,Partidos,2019-2020,Athletic Club
1560,Iñigo Martínez,es ESP,DF,28,33,33,"2,970",33.0,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.9,2.7,0.05,0.03,0.08,0.05,0.08,Partidos,2019-2020,Athletic Club
1561,Raúl García,es ESP,"CC,DL",33,35,33,"2,869",31.9,15,1,8,7,7,11,0,0.47,0.03,0.50,0.25,0.28,10.8,5.4,0.9,6.3,0.34,0.03,0.37,0.17,0.20,Partidos,2019-2020,Athletic Club
1562,Ander Capa,es ESP,DF,27,35,32,"2,872",31.9,3,4,3,0,0,10,0,0.09,0.13,0.22,0.09,0.22,1.1,1.1,3.4,4.5,0.04,0.11,0.14,0.04,0.14,Partidos,2019-2020,Athletic Club
1563,Yuri Berchiche,es ESP,DF,29,33,32,"2,850",31.7,2,1,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,1.4,1.4,2.6,4.0,0.04,0.08,0.13,0.04,0.13,Partidos,2019-2020,Athletic Club
1564,Yeray Álvarez,es ESP,DF,24,32,32,"2,810",31.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,1.7,0.04,0.02,0.05,0.04,0.05,Partidos,2019-2020,Athletic Club
1565,Iker Muniain,es ESP,"DL,CC",26,31,26,"2,382",26.5,5,2,5,0,0,4,1,0.19,0.08,0.26,0.19,0.26,4.0,4.0,2.2,6.2,0.15,0.08,0.23,0.15,0.23,Partidos,2019-2020,Athletic Club
1566,Unai López,es ESP,CC,23,26,24,"1,787",19.9,1,4,1,0,0,6,0,0.05,0.20,0.25,0.05,0.25,0.8,0.8,3.0,3.9,0.04,0.15,0.19,0.04,0.19,Partidos,2019-2020,Athletic Club
1567,Iñigo Córdoba,es ESP,DL,22,24,21,"1,442",16.0,1,4,1,0,0,4,0,0.06,0.25,0.31,0.06,0.31,1.5,1.5,1.1,2.6,0.09,0.07,0.16,0.09,0.16,Partidos,2019-2020,Athletic Club
1568,Unai Núñez,es ESP,DF,22,20,16,"1,572",17.5,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Partidos,2019-2020,Athletic Club
1569,Mikel Vesga,es ESP,CC,26,20,13,"1,269",14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.7,1.4,0.05,0.05,0.10,0.05,0.10,Partidos,2019-2020,Athletic Club
1570,Oihan Sancet,es ESP,CC,19,17,9,741,8.2,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,0.9,0.9,0.7,1.5,0.11,0.08,0.19,0.11,0.19,Partidos,2019-2020,Athletic Club
1571,Ibai Gómez,es ESP,DL,29,17,6,695,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.5,2.7,0.17,0.19,0.35,0.17,0.35,Partidos,2019-2020,Athletic Club
1572,Iñigo Lekue,es ESP,"DL,DF",26,14,6,623,6.9,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.8,1.0,0.02,0.12,0.14,0.02,0.14,Partidos,2019-2020,Athletic Club
1573,Mikel Balenziaga,es ESP,DF,31,9,6,563,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Partidos,2019-2020,Athletic Club
1574,Óscar de Marcos,es ESP,"DF,DL",30,13,6,541,6.0,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.0,1.0,0.01,0.16,0.17,0.01,0.17,Partidos,2019-2020,Athletic Club
1575,Asier Villalibre,es ESP,DL,21,19,5,531,5.9,3,0,3,0,0,0,0,0.51,0.00,0.51,0.51,0.51,2.8,2.8,0.0,2.8,0.47,0.01,0.48,0.47,0.48,Partidos,2019-2020,Athletic Club
1576,Iago Herrerín,es ESP,PO,31,5,4,425,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2019-2020,Athletic Club
1577,Kenan Kodro,ba BIH,"DL,CC",25,12,4,364,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Partidos,2019-2020,Athletic Club
1578,Beñat Etxebarria,es ESP,CC,32,11,3,394,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.11,0.13,0.03,0.13,Partidos,2019-2020,Athletic Club
1579,Mikel San José,es ESP,CC,30,9,3,359,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.13,0.01,0.13,0.13,0.13,Partidos,2019-2020,Athletic Club
1580,Larra,es ESP,"DL,CC",21,10,2,250,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Partidos,2019-2020,Athletic Club
